9845,9720
4890,7068,5010
6042,3841,3144
2374,153,5144
7456,9917,5932
2013,4245,9283
6653,829,7877
5497,1457,1057
5751,4656,2822
4987,9543,1418
5362,74,5626
9021,337,7593
8531,5260,9580
9248,9609,6983
6181,1413,4335
2613,6350,9675
7964,8617,4969
1846,7098,6747
1388,7021,3111
2813,877,6296
1863,7491,6182
5007,5637,1745
2646,1096,9579
6729,994,263
3864,3024,1438
5602,6050,3481
7069,1902,8787
4762,5026,4180
6923,7533,7310
7555,5624,4769
6990,9312,6863
6498,799,58
8996,5446,1041
5532,2206,721
8603,4495,9051
5673,5244,7240
4054,2521,9368
912,9294,5860
6696,1806,1385
4895,8035,7514
6982,9391,2590
254,6714,3507
4919,6443,9379
630,7657,4852
7162,1113,1144
8962,8840,2372
6884,2456,3270
2602,902,1657
9519,4300,838
4503,8108,569
2746,8149,1928
1833,3053,376
4618,864,8242
5202,9581,8652
857,9604,8495
8751,2230,1690
2201,4791,2288
3045,5389,8390
8912,3662,1486
4842,6274,546
2948,357,8529
5240,4394,7548
4326,7293,5422
2081,8411,5793
1508,4094,3470
7747,7132,9548
2042,6236,8392
1479,4266,910
5771,2872,7354
2796,2276,6864
1849,9846,4223
6522,7180,5204
9945,6508,8359
3491,7505,5816
9653,4730,9994
7206,7562,1300
348,8458,4402
7366,3518,2133
4404,216,2301
598,8726,5038
6939,6136,6510
3833,7627,5267
9935,4124,4113
2363,4783,2317
3781,7819,7945
4574,1016,3099
6827,452,6592
4824,9242,2776
8773,7733,366
5200,4443,4168
9355,3439,1244
2240,7042,5308
2559,8432,5843
7938,6327,4507
5533,6507,8679
4681,3237,6514
532,2895,4143
2596,1395,1367
663,3270,8885
9329,578,4419
9719,8019,1333
2619,2656,1653
7738,8497,7913
5638,2283,4357
2129,9788,9426
9418,8823,3922
7920,507,79
8877,3800,9724
7973,1184,7814
7638,1354,6523
4899,8987,8196
5758,6145,2693
4823,4084,8738
7484,2382,3249
1454,7190,3346
8650,6776,9274
4362,9299,4462
8957,4862,9834
7693,8640,9097
3196,2142,2754
9,6472,3080
9230,6171,4346
9286,4583,5898
5913,1263,7201
5737,6669,4996
709,1019,3893
3726,182,6945
1729,8659,1559
8073,5364,9994
6496,831,4079
9668,9054,2108
1031,7034,5143
1882,1299,5501
1249,2361,917
3994,1100,553
2317,2084,3978
4311,4081,3775
4150,499,4028
4669,6060,6344
4707,7148,8518
1815,1520,4393
7374,9710,6489
4954,9483,6806
3773,6103,4461
4252,4244,2662
3860,9671,7441
7759,7494,6126
762,1137,4341
3267,4869,5211
5280,8001,6060
5543,1868,8125
6966,6411,856
4959,6835,9395
3279,8095,664
12,7384,4366
2512,4918,269
4992,9364,3755
7059,3741,6074
3869,6207,116
601,6544,1565
4399,9455,3192
6233,1156,6223
6089,5815,8167
2768,6421,2212
1202,9982,166
528,3185,8812
2853,7142,9780
2436,3327,9954
1179,5997,2958
6940,557,998
1047,9429,5825
6441,4068,8020
4413,5908,6371
9551,1200,6746
7829,2550,5156
4626,1644,271
8607,9778,8759
8057,6506,8351
1306,9541,827
610,3414,344
3725,5840,2739
4899,4926,5053
8529,596,8192
7075,7083,5222
9868,9939,2998
6603,4258,7309
8291,7343,9092
4459,5519,5624
2454,4816,4564
7922,3300,700
6929,8653,2783
2915,5931,9824
6675,9952,7652
5509,3857,1555
3889,1569,4262
1671,4205,7261
7870,9308,2156
2905,2282,3833
9860,7736,8620
2308,4465,9076
6118,1449,6896
3267,6609,1384
9621,4369,4363
4395,1933,9292
3040,4445,9729
282,5547,7854
6116,7676,213
109,4073,3822
9945,2564,4132
9967,2153,6307
1202,9376,2144
4016,3325,3362
9859,6427,8650
306,4752,6480
9329,404,7212
414,5063,4723
1582,6143,7628
3515,3504,1176
3181,2031,7541
1876,9514,1935
538,2099,5650
9324,1781,7095
9785,7858,1230
1410,851,5814
9808,5416,3697
970,1097,7411
7683,3038,704
4139,4586,9803
8619,9779,2050
4230,2931,2367
3331,7662,272
52,9336,4089
4695,4777,3854
9542,4836,3922
684,3332,5096
1599,115,3217
9625,2103,7601
3178,7349,8624
4456,5374,6350
9655,3222,8488
4674,1337,241
403,1654,1098
4994,9338,6263
14,3445,9688
6040,6384,9645
5396,8174,2897
3259,1829,2260
4202,2557,7278
1795,8855,183
1257,88,4592
3496,6011,633
634,9344,759
1700,2345,6116
4535,3401,2281
3917,1956,9580
9294,6142,5160
4766,3808,1475
7651,4984,9264
6193,7328,8442
9189,3124,4194
4516,2575,2314
407,1955,5208
7636,7504,5888
573,9980,663
597,2896,5005
1950,6032,9969
3697,9540,3830
6212,9523,73
3906,8326,9844
9107,1082,311
4625,793,4625
6087,3082,4058
8316,79,4336
1156,7549,3793
5081,1689,687
5083,5671,8686
6583,8167,5855
7001,4568,9847
7875,5359,3287
9439,9753,5743
9386,6113,14
6032,120,2201
2525,8283,1032
5079,7656,589
5040,1182,8136
4954,8201,2530
4015,4939,5859
2214,9050,9884
35,7287,5891
83,412,9217
6553,1786,3536
1909,4672,7691
1790,4501,8556
928,364,392
6123,8223,9765
3475,7296,8578
6969,8661,5337
2510,2294,4871
1972,1812,6289
8407,9857,2267
215,5684,3870
4264,1348,9780
6164,1037,5666
2766,2392,3493
9873,8397,912
4141,5514,8833
8636,8079,7920
9720,2089,673
2871,7643,6773
6545,525,5567
7300,4161,6364
3908,5468,3781
544,6708,3532
411,3757,8879
802,2748,9220
8033,9045,8736
6244,5165,1761
676,9740,1388
7712,9819,5459
1150,2544,2551
893,5903,1857
5015,5631,1105
1392,6138,5447
9719,9062,8454
7250,8786,7423
7036,2635,86
2905,1824,5018
5964,8554,3879
5641,8820,9419
2023,4764,9327
2117,5262,5693
1316,9978,3969
8407,8732,9851
6154,6072,8829
5507,1744,8584
3576,5404,8540
1298,9530,5342
9266,1051,2659
9494,5105,1838
6342,8304,4846
8815,5458,8433
185,5236,4310
9445,9493,9028
9225,1253,5450
953,5983,4938
4027,9682,3496
2238,689,3899
2238,5968,5762
1882,2747,7843
8160,2912,9591
4576,7952,2767
7732,5990,7548
5591,755,3252
1274,959,6393
5283,8266,1533
3700,1462,9728
7127,4580,1060
5830,3938,812
3700,5263,3255
7037,4024,1633
4698,8315,339
6864,8476,7953
3119,7386,8312
4669,6456,5142
430,5950,549
2981,9880,6765
5762,8133,8685
39,7378,4408
6664,1576,8320
5774,6071,6300
2436,8477,8192
7316,6389,5339
8637,1647,9946
5044,7815,8957
1772,1442,6795
7089,6269,6161
7684,7279,2346
5481,7821,1690
7981,501,6115
5077,4214,999
5773,6362,9239
4400,9759,8611
385,6007,3109
1107,8189,5607
8666,7168,6056
8002,5068,8299
8681,8984,4389
9115,5969,8515
2259,1043,3325
5855,5832,3268
5941,5146,483
7297,9127,9142
829,1122,6221
4054,9827,9752
552,7887,6092
5706,7414,4980
4094,6548,2925
2847,5681,8404
4185,468,9249
4621,9487,8482
4559,8624,6564
5162,432,3220
3754,3269,1398
8412,9134,2487
2319,3434,5377
1671,7466,9630
981,2624,9308
8881,1992,2491
3539,7419,1695
3934,2661,1043
322,3290,4598
9255,8954,8193
1536,7417,5586
915,5013,3148
4052,7159,6053
8484,641,7107
9204,8065,5533
4697,3975,1178
2510,2250,9207
2787,439,2026
4695,1877,9995
8003,2482,4091
9471,683,9618
4068,9675,4382
8965,6922,6447
5242,7789,2649
159,4290,8857
3741,8100,6665
4230,7352,913
2226,4714,8597
8965,8562,1954
3950,247,1315
6838,4882,4093
649,1290,1867
3465,9059,2058
9317,5224,1417
4034,9996,553
8423,5500,5250
2375,8153,2656
5132,6485,4051
5443,9575,7698
6599,1260,7677
2030,2271,6534
5552,955,6490
4501,4285,6174
2215,209,7657
9574,729,9361
4076,2063,4146
7802,1597,4913
8839,2793,1908
4865,1437,4287
8373,7383,4595
9348,1762,6034
1272,3245,8680
8347,1963,8915
4813,5592,7391
3179,278,8421
6645,7949,9800
6710,2049,5908
9663,7835,1312
9324,2147,8226
3339,3261,3493
7345,9332,4624
7247,8453,238
1574,6204,8465
6975,8044,7769
5344,5,5750
2475,1741,4093
9540,7099,5779
4982,318,3433
9989,7444,8908
8940,1503,1273
6511,31,4251
2992,2824,4193
4560,5813,9855
528,5092,6051
2547,5462,6960
6608,3418,3199
6257,2262,1072
9376,5028,5114
2344,7245,8814
6812,8869,173
5179,263,2772
9592,7108,7553
7090,4320,7722
6045,8013,5520
4650,8921,8280
4074,9250,9782
769,1495,4539
8226,7072,683
6931,3292,1627
2011,2310,9130
7551,3638,661
9783,367,9407
8666,1389,257
7797,4955,5602
4915,5657,8383
5382,4878,7051
8766,9197,1057
4297,6147,1747
779,1892,9908
1347,490,4070
8748,1239,3764
6394,5215,6348
3198,4366,6931
2747,607,3248
849,4050,2153
4459,1601,1631
4972,3204,9715
5392,7675,2105
6995,9960,2294
7581,572,1160
9575,1185,8698
6418,9321,379
6933,6229,7730
7850,6587,7653
7854,9805,5443
6866,394,2659
7752,848,825
4159,8813,4011
4126,3078,6248
7504,8804,327
6769,5000,3253
4728,2513,4881
3398,662,9829
2361,8614,3647
5359,2172,5176
3866,3509,5872
9528,1421,586
4157,887,5686
1235,3487,4916
2634,9972,8406
4598,8627,2671
7501,7035,5717
5475,8676,9717
7153,4450,3639
3043,9835,8866
4444,4572,6766
6249,6268,4571
7528,3772,121
662,5769,7374
4007,497,717
741,950,8924
5224,7611,5548
9700,5508,1083
4433,8838,8177
1401,271,2790
7011,3442,5565
9784,519,7925
5734,3830,8680
1272,7340,8594
4564,4010,4840
3296,7987,4950
5920,6457,537
9485,8120,1245
3883,8004,7111
685,7110,68
654,9219,8251
5234,291,8887
9984,8036,3973
5232,5174,2387
6409,8886,1987
2868,4401,664
2034,7450,5392
8301,3344,3342
5410,7714,511
8371,3068,5216
68,3444,5053
9527,7115,8362
7797,6778,15
9067,1838,2567
2736,526,2673
6233,4827,7558
5730,380,5099
1536,5442,8818
558,6779,6212
5796,9077,3289
3053,1575,3084
5463,5160,3117
6753,9570,81
6519,4410,8076
416,6893,3648
1485,3032,7010
1702,7905,5330
128,7790,4936
8221,5401,6656
3139,3897,9029
664,116,1215
7561,1435,710
7557,5493,2488
567,6926,6820
5127,8435,6187
4939,187,2690
4831,8158,672
6249,3316,1381
7395,5897,9755
1469,1233,8138
6624,3681,1014
8350,1007,3896
6073,7339,9775
140,3981,7409
9856,2953,8601
5103,3829,428
6682,3449,6890
4270,1767,807
8909,5290,6364
1998,4227,7060
9308,8808,80
9040,8342,9359
603,2830,708
861,6093,7473
2843,7052,407
1429,118,8348
2670,8675,4400
600,7382,7423
4407,6959,8666
8826,1968,4224
4503,1782,6620
8522,4178,3242
9657,4950,509
9751,1438,70
4632,4095,7852
9941,5298,4115
7919,7078,3496
6281,8076,3333
6163,7935,5649
9617,7164,8154
9336,9836,7464
3419,98,5570
3222,3513,9605
740,2285,4424
6570,1127,3726
9017,228,8138
5685,2179,434
1124,7308,8906
1647,2555,2485
8709,9291,2722
263,317,970
6794,4876,3356
6807,6265,8687
7577,9085,7017
8566,2483,5848
5548,8257,7262
3898,7758,3381
7606,391,9833
997,6954,437
4246,8083,4825
3875,2707,5561
2964,8381,9310
2297,9911,6196
7,135,258
3767,5180,5892
4425,1333,5298
6937,9273,2024
3547,6434,2488
4497,1308,9956
2667,9843,3296
2234,1029,8895
1880,5157,3214
1317,9849,243
7237,2819,5248
1207,4403,9116
4609,4183,7884
5373,7497,2088
9752,3896,7548
2254,2506,404
8593,2442,8812
2889,1634,5295
5045,9887,2626
9945,3268,984
8094,5155,2238
2169,8195,6823
4105,2672,580
4751,5259,9218
80,1940,4295
6092,1417,6513
2744,9500,2060
9249,4343,8524
4903,6885,7109
5775,2043,7393
4591,2758,19
8577,4380,6577
5925,5829,8779
2149,2833,8118
5678,1551,7877
6834,7746,228
6273,196,4852
2564,3779,4919
4312,7119,6240
6394,9905,6476
4947,6916,3816
5957,9926,8073
9907,6928,5293
7290,5108,7926
1494,3394,5375
4994,1010,4610
8234,2095,9352
7194,8511,5860
1668,8479,765
8969,4112,7908
7458,4396,7009
183,5338,444
8109,6132,4426
193,9596,7751
8614,8814,3269
2733,1555,2149
9277,5380,7791
9349,2424,4650
7036,2808,8574
8100,3901,4621
2891,3342,9382
652,2227,4935
6550,9352,3730
3941,1984,9784
2526,4533,9001
5392,713,1013
9074,2435,3683
5529,5361,7506
7950,5545,3002
6887,5121,5420
2001,9782,9433
7089,7661,9892
7245,8457,3441
9059,7118,3685
5926,7792,1330
4430,5025,2955
5071,3128,6517
992,5966,4480
4030,860,7012
2986,9962,9468
5797,1807,47
1153,1109,4706
7750,4806,8608
8289,3673,7191
3175,4269,9153
3473,1501,5594
1392,1593,9124
9062,6968,4458
2656,8493,4720
8240,78,5909
6498,2705,996
1425,417,274
4814,4978,948
9870,1881,1677
5718,4170,8213
3117,6690,3528
8938,3132,783
1282,9795,6648
4636,1356,7637
7113,7122,5916
5507,7267,8618
5505,8662,4669
7130,2886,6339
8531,4449,6403
4911,4296,9855
3024,3022,4494
9367,6656,4548
4511,810,6940
8679,3426,6111
4974,3958,6293
2277,9238,8845
4423,8660,8958
6310,465,2044
6194,3506,6940
6280,7663,2847
231,5235,1782
1234,7518,3258
9522,1937,2856
7021,7771,2171
8356,173,3856
4502,160,1718
5733,243,5721
4849,8277,2900
778,8508,2551
7697,6515,9110
4548,1584,7654
4400,5052,8288
2057,6430,37
6855,1594,2422
8500,1866,9164
1615,9126,652
8883,6680,4077
3317,4803,4833
5392,7183,4023
5602,9148,874
8610,3551,3760
8305,9732,8590
48,9081,2505
8007,4857,3489
9712,3764,8712
5266,325,5746
8761,5800,7486
1033,3254,2689
9203,6266,5087
8720,4299,2605
3545,7536,7395
2791,2420,1020
7349,2553,1659
4449,8673,5694
693,5515,960
368,9852,2536
5266,429,1319
3612,7030,4275
4905,5465,4796
3375,8471,6666
6694,942,5813
9267,1739,2256
2074,3850,9875
7095,8199,376
2482,7926,8780
1355,1080,5180
1731,4018,136
3229,6226,3174
6767,3234,7350
5694,8851,2272
3206,9256,9407
9598,4003,1727
6207,7695,2143
5545,9832,8234
8057,8700,277
1139,9496,8348
1709,6844,4097
6820,1098,7918
3244,8873,9053
3513,7947,3792
616,5456,6952
9759,4153,7451
7048,7994,1630
8382,8537,8621
8775,9944,8251
3369,3484,681
2650,5430,1226
9021,7424,8053
9544,9901,2451
3481,5123,7826
3858,500,2659
2861,909,4213
4746,1280,6239
452,8446,1200
544,760,2471
3312,6186,6284
1123,6858,993
3993,8465,4552
3322,7932,4864
4074,4995,2827
3195,3223,9584
9999,9247,1389
2699,619,2854
4945,7908,3979
3788,4162,7832
5240,9278,663
7745,6337,8476
7315,4333,3037
6553,8092,9510
7161,9434,1551
8161,6397,1853
1764,2704,3707
3880,8379,9256
8192,4429,5688
1179,8929,7558
2596,8609,2017
1924,7634,161
9953,640,1538
1326,5843,5156
9749,4711,4648
5028,4085,847
2436,1088,5449
989,2984,2053
9480,6796,3763
3578,1004,1655
5962,204,8398
8404,3136,5022
6271,3125,333
8989,2152,1000
1831,7948,4499
3956,9105,2128
6983,503,4227
8282,1630,6048
4915,2144,7332
7760,894,1155
9851,5222,4182
1873,3392,4332
3165,7121,737
969,3716,1068
7242,3583,6951
9477,3927,9278
3261,2664,6065
5899,7930,8333
8612,3844,8719
1683,5237,8554
5622,6605,4370
7743,2430,3938
6868,8956,1972
8564,6783,8324
7878,5461,2566
8835,4289,4540
5695,814,1070
5894,1613,1339
2682,2333,5742
9144,3840,8937
4650,2288,84
1752,5317,3541
5910,2539,6308
2717,2077,2561
2555,2160,828
8813,2465,3135
5757,7805,4547
597,3118,1801
8234,8332,6294
3300,8797,899
135,7833,5233
5972,8370,968
9633,8698,4691
870,2935,266
5362,3556,7747
97,8336,9418
978,1232,4943
5861,2100,5206
691,2591,7355
2740,4239,1506
1801,7799,5717
8581,6014,3862
1953,732,9438
1957,7539,1113
9596,7765,1738
4106,1477,4503
5053,8029,3561
5135,9697,5550
4688,2151,9018
5399,296,9978
357,1481,1759
7027,3,2935
5997,3173,4093
8050,8544,8647
4189,8224,7880
4662,8129,3082
6500,7649,8804
8522,1067,8600
6812,2371,9465
1530,8041,1683
5300,9393,7947
6356,3371,370
8624,383,4421
9953,3689,3258
4064,5551,2479
5428,6742,7600
691,3960,4287
6575,3626,5650
7967,1250,1661
1563,6578,2779
1352,5518,6368
2971,8075,3394
4181,8403,1643
6952,712,5002
7324,8893,4581
6701,3108,2884
7054,7023,6153
850,5152,9639
7599,3297,6099
6668,6651,4233
292,4171,4406
5500,6591,9066
3385,832,2208
7594,6534,8447
8133,6210,6935
6386,1839,3235
8115,2551,6600
3992,9165,9278
9845,1324,1945
5531,7700,2714
5972,5826,7404
3734,9801,9371
3794,3818,8400
9534,3416,4776
2329,4916,9487
9298,4768,5695
3685,7897,9171
4220,7530,1154
8470,6563,637
331,1703,6812
5420,4693,2126
4931,2425,5706
4883,7694,6410
8739,5995,9811
6650,3397,1056
3854,1161,631
1621,2762,8920
9669,8951,8093
331,6805,3637
5015,3986,1516
2144,3660,8768
5690,3667,7218
7559,1591,7402
4135,3890,913
7824,5841,2220
3232,7864,4404
2707,673,6298
1790,2331,4205
846,2060,6616
1498,6814,6079
2301,2842,5632
9942,3676,1167
3499,3012,4341
9901,5323,3302
5761,960,5660
767,5511,9764
8474,4648,6337
8856,8123,4139
2617,2576,2489
7224,4527,3460
7880,8295,7041
8448,3294,9803
2434,3252,2078
4706,8863,825
2421,8220,4778
7050,7812,5304
8330,4294,5702
1764,7165,313
5015,8571,1879
7711,125,216
1797,9644,7052
748,7768,9123
7113,1609,8823
2468,1878,3192
7447,3694,3215
8767,2975,9530
2392,5577,9047
3304,2462,1653
8424,951,9538
8475,612,6641
6243,8104,4492
2251,4807,445
1316,1725,453
2304,7889,990
8032,3821,7487
6982,6526,4745
8255,4520,8755
9176,5739,119
5632,1771,7508
3293,3692,800
1170,4820,9600
8166,7616,705
7721,9628,4420
8381,9855,7838
1970,1652,2726
3140,5387,2948
5680,9876,1408
1736,9930,2012
349,511,7712
3487,1394,5706
4224,7334,4590
9480,3408,410
1887,5626,198
7751,2195,6716
2573,1248,2515
5170,5213,3788
6628,3142,3966
9848,677,7244
3588,6059,1510
6436,791,6223
2995,3721,5312
1182,1002,8869
9707,133,8691
9995,5892,7960
4821,5097,665
2561,9341,3546
4692,9417,4874
110,6467,8683
2579,2325,5786
8425,9106,5642
2793,2111,4134
8325,742,7721
1932,2032,956
2351,931,402
3392,2324,4731
2407,484,376
1961,4100,2882
312,878,1286
6241,4790,8540
8609,9834,9450
3356,6637,2099
9131,5067,757
2257,5384,8560
3352,2178,3347
2641,5560,6702
495,3655,6629
9903,4392,6842
557,6703,7144
9050,2618,7657
3988,644,1409
2788,3595,2783
1858,9458,6566
247,4758,6452
8293,4741,2550
8462,6739,9356
2747,7116,5263
9607,3752,5742
744,5666,7212
2969,6413,7981
6290,4997,2546
9873,3550,2189
1490,4152,9233
2823,4460,936
9339,4090,3883
5687,9892,7529
9751,4551,1635
3751,4973,5567
3867,2674,7921
3274,6128,462
8938,2372,8950
8130,2947,6782
4644,7995,1706
4681,782,2469
1484,827,8402
3317,1000,9449
2201,2327,3988
2607,338,9561
2350,8625,6089
2298,1564,1982
9780,7852,5648
2113,433,3306
3011,3320,9702
9205,8366,1346
8376,3002,9012
8825,8480,585
1322,9314,3917
9950,5686,5816
6661,5621,6699
3757,8317,2019
240,7154,7443
6953,8267,663
4191,1285,1643
9015,9829,1422
848,3146,8142
9830,5741,8920
4715,7776,217
6044,565,9899
5625,958,5044
4181,8665,3163
9824,1803,5522
894,9881,4811
4246,6261,6991
2535,5134,3953
7569,8264,7149
273,3029,3722
5317,7753,7599
8255,4721,6968
1526,1518,5664
7137,9408,6058
1737,8394,9453
2583,2612,4666
4595,9058,6373
8563,5828,2594
3479,9794,8343
6333,2138,7595
855,7547,2279
9097,9831,4729
4253,3633,3446
774,214,688
6305,6533,7965
731,5542,2058
5620,5339,125
7701,3817,4531
8525,6259,6974
2486,4834,5885
5800,7601,6527
8677,716,2935
6269,2951,2213
725,6393,3271
7071,7863,3913
9087,9252,3084
444,4835,7700
4166,8879,1977
7151,1604,2791
6605,9521,3428
2356,6080,8815
2779,7744,6764
9963,3590,2561
9985,2405,8276
9988,6541,2069
1306,9421,1458
9916,5581,9787
5893,1774,4525
9332,3962,4588
3541,9116,8135
4568,2070,4995
3077,7189,9761
2278,8299,7329
5228,1025,6222
3625,8420,8704
9186,1980,9607
9818,8024,2317
9614,5561,1935
7045,1653,7998
2552,3094,2269
7560,6801,2796
7042,1412,819
9893,6856,5278
8511,6704,9191
3218,5413,2565
9741,6824,8726
4120,5098,7021
7419,8014,3338
308,37,2428
8287,3594,396
1196,7369,6250
8193,8765,6126
7593,5393,1674
5318,6084,9889
3599,8704,2300
860,8281,1503
8466,5955,1749
6566,8816,1352
3760,6997,5985
5753,8770,2201
7041,2313,6603
5820,9108,5422
4953,3560,8260
5450,1190,1225
4410,3980,6474
9197,1221,190
7148,4938,2127
9286,166,2794
7745,99,9441
560,58,2484
437,2534,7475
1024,5768,6705
241,3351,5432
8492,2274,8858
7675,7913,7803
8572,985,5662
6401,7809,6918
2870,4405,9879
869,6037,8901
353,7435,6322
8416,797,9343
9791,4179,9025
6796,3102,5601
1119,8361,5510
1869,1699,264
5442,5833,5617
635,9066,321
8570,7823,2236
6462,1266,8114
8865,9399,2281
1534,5217,9271
9897,9111,2191
4379,9847,8428
1561,5579,6712
9379,1475,7801
1785,3511,8387
1744,3510,3430
560,8072,5883
9903,54,1342
3380,6364,2781
7789,3813,7278
4201,5490,3794
2985,7355,5240
791,8190,1215
5607,3289,6551
9261,9149,1951
7127,4612,5903
7617,6047,7626
2134,3973,6622
524,6215,628
1858,906,2931
6885,6346,1824
5187,6627,8221
7063,4975,2895
1469,326,870
1457,3129,8727
7181,4885,532
4870,5750,3682
4797,1240,2675
3306,5987,755
7333,4512,5886
2042,8999,4281
1806,3435,8437
1077,4638,9776
9280,1974,9528
6665,1310,9699
2235,6874,3297
2125,8183,8798
6544,1452,7189
1497,8181,2160
9193,9535,9829
9197,5426,8819
4813,6106,5112
233,2866,4953
4673,1696,9027
3355,2923,7946
2308,478,3531
8711,8811,4783
3526,6256,3107
5338,6179,8333
3525,2447,6777
2599,5866,1934
9338,6184,6396
7040,335,1097
8162,702,1558
1521,7869,4643
664,2962,1785
8886,8081,7816
4096,6977,5272
3370,2093,5427
8666,9177,3699
6351,1128,9854
8014,2569,1027
1838,409,8798
5479,1006,3847
3820,3495,9932
2911,966,9380
436,7734,8690
3588,7957,8976
5905,5485,2899
7507,4718,9078
2090,460,43
2638,2200,617
692,8657,3979
3605,313,4933
3656,9003,691
5911,7589,3881
8563,4738,1461
3957,9271,2055
6746,7670,4195
1735,9213,9902
4437,1738,220
9372,8796,7830
2765,5906,508
1712,1580,9100
6801,7373,1605
9719,1650,1355
4839,6469,9088
8448,8602,3024
7588,2191,5141
4716,5677,7496
6455,8012,9349
4473,7924,63
3190,8891,8777
4739,9401,3947
9287,1278,5988
9047,7509,7186
425,9425,3228
9201,6993,8993
93,7502,7771
2771,8212,7763
8212,8182,5122
686,327,3246
3314,5755,5403
647,6349,8402
6126,4822,7956
2041,5951,8255
6438,4121,8669
9636,8395,5697
8894,4321,9886
6326,6464,1396
333,4725,7538
2114,8828,6779
4837,1917,698
4894,1214,5921
4280,2581,6979
4529,5661,722
7237,136,5225
6653,90,451
1887,4028,163
3474,6400,354
9367,1676,358
4046,5057,3756
9648,2774,7103
7314,3968,9407
1961,2224,9784
4201,5126,6000
7575,8533,3455
9130,6174,4617
4247,6845,2528
1055,9183,8702
1921,8760,1906
6596,8111,1442
5558,1756,9348
2288,6745,3982
2928,1690,8960
2171,3532,1835
6000,2130,9911
4172,8905,1309
5829,655,9554
1961,3966,1199
6116,7590,2967
9525,9098,7725
6651,268,4772
1512,2118,7098
5361,4757,5099
3658,445,4885
2406,8352,1365
163,9063,6400
322,2474,6976
4596,6649,2934
4336,8312,1894
7561,2660,1226
589,2698,1553
9130,1976,9413
7447,8426,209
1712,6105,1184
1270,698,2763
8095,8575,8288
3088,2174,2006
5294,1637,781
3954,6965,6959
8205,3635,6662
2844,6882,9505
2071,7940,3105
6929,1398,3875
460,4200,1284
2850,7933,1450
205,4986,4003
9487,6720,7524
2963,138,7555
4256,1779,2703
6022,7319,8976
458,2580,1445
7843,8116,5126
5019,1930,3457
6664,3411,9333
4810,252,613
2658,8780,3174
1097,6062,8551
8922,2222,572
5520,5609,5167
3737,476,7235
1014,2357,7660
1020,7437,1802
624,5220,2146
1002,8118,4289
4729,1545,3497
3102,6058,4723
3895,6991,8652
589,4145,9895
1700,3704,9724
2111,3321,5921
6158,5002,7086
1562,4998,3170
6207,1639,4373
9490,2014,4055
8079,5378,5510
399,4327,145
8976,3703,824
9354,737,312
7408,4743,4792
5831,4941,1342
7935,5452,7724
6047,1502,9410
7412,7705,5840
587,5351,1265
8378,9145,9139
864,8357,3975
2616,2249,464
7966,7495,50
3734,5918,2346
4456,8958,1107
3737,5082,4785
7983,5902,2455
5168,9226,2770
1179,2659,9185
7027,2558,6890
5124,6202,1834
2138,7959,1259
6853,6098,4323
716,8208,4444
9277,6130,1100
2963,1765,8020
3461,5038,9117
7779,6899,6554
6075,3669,629
8148,9202,9424
3596,53,2002
6080,879,1705
8245,4314,8987
5351,795,5820
4732,916,2150
4407,1292,5583
3192,8237,2988
5252,6034,6319
1234,323,4045
4120,4647,3156
3033,2859,4175
984,8667,6481
3188,1931,3004
8053,6503,1418
2245,9123,4039
4779,2893,2987
83,361,1619
1628,2820,2486
5444,6065,5167
6065,9721,7509
5821,7831,3299
3115,6318,9620
361,5664,4181
8356,44,6144
5971,8121,5309
565,8152,9867
283,3067,6214
5500,670,4786
7854,1261,8710
5755,2352,5504
443,2514,2406
5717,4566,6829
957,3925,7915
9590,7307,9780
1466,3428,2804
6470,569,1426
3862,9396,4369
5840,2862,4678
8814,9069,8750
6836,9899,2
9419,5173,9314
5581,9359,4053
3371,8647,1840
3735,4927,7606
7618,422,2722
8121,8134,797
6145,7219,1215
5302,4419,8382
420,6312,9401
7717,9188,3233
7613,2628,8911
609,7415,8370
1370,7423,9151
8403,1548,1395
1929,1516,1089
2007,481,1542
9808,4504,5181
3524,389,9744
3048,1898,3626
3673,844,3515
480,8163,732
9115,6693,6248
9041,5889,8134
2703,862,6124
2089,8850,5345
5757,5495,6992
2004,5256,2986
8324,2219,9705
3622,6153,9847
6624,1408,2615
9396,5793,1268
7935,4468,6987
6423,9737,5178
6728,5258,5479
4499,6166,3818
9249,1230,9452
1666,4114,8791
7060,9136,6668
8616,6754,1308
3140,8668,8491
117,2365,1583
6312,4349,1018
3933,8387,2775
6059,2190,5381
4231,4342,7786
2212,2236,813
7921,5119,8425
8694,4228,8856
5672,7133,736
9475,2630,4612
5409,4374,6355
7036,5601,5919
2820,5933,8341
9541,4422,6690
4138,1627,3243
4321,5659,7915
9015,1379,4505
3466,6094,1699
4508,3701,607
7411,3838,2103
3745,1670,8348
4650,1056,3168
2570,7787,3203
3599,8923,1770
3152,3581,1039
71,9969,6139
4893,1307,9878
1660,710,8141
1335,6340,5486
608,5760,9270
9185,3284,255
1013,2593,6123
7191,626,7863
5159,3417,4597
3555,8749,6772
7270,627,7856
5540,8718,6393
6369,2221,5166
6610,7954,9060
9598,8817,630
8787,5895,1343
9611,7436,8683
4235,350,9304
5263,4767,3809
6365,6124,9287
5349,3932,4085
4964,4584,6928
4692,3684,6584
6025,3233,697
5298,8876,5714
8328,9706,8190
490,8216,8005
6376,7597,5931
5823,1071,2041
9413,1420,4168
5560,2166,4224
9289,344,3470
4762,699,1771
1968,7025,3247
